ADDRESS1,ADDRESS2,ADDRESS3,AREA,CATEGORY,CE_CATEGORY,CITY,CLOSE_DATE,COLLECTION_DAY,CREATED_BY,CREATED_BY_USER,CREATION_DATE,DEPARTMENT,DISTRICT,DIVISION,FOLLOWUP_DATE,FULL_ADDRESS,GROUP_NAME,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_RESOLVED_DATE,INCIDENT_TYPE_ID,LAST_MODIFIED_DATE,LAST_UPDATE_DATE,LAST_UPDATE_LOGIN,LAST_UPDATED_BY,Location 1,MAP_PAGE,MLGW_ON,MLGW_STATUS,NEXT_OPEN_TASK_DATE,NUMBER_OF_TASKS,OWNER_NAME,PARCEL_ID,POSTAL_CODE,REPORTED_DATE,REQUEST_PRIORITY,REQUEST_STATUS,REQUEST_TYPE,RESOLUTION_CODE,RESOLUTION_CODE_MEANING,RESOLUTION_SUMMARY,SR_CREATION_CHANNEL,STATE,STREET_NAME,SUB_DISTRICT,SWM_CODE,TARGET_BLOCK,ZONE,location1,SUMMARY_1,City Council Districts,South City,SC Quarter Mile Buffer,Memphis 3.0 Planning Districts,Shelby County Zip Codes
3758 MOUNTAIN TERRACE ST,,,,Weeds,,MEMPHIS,11/15/2024 10:38:58 AM,,,,11/15/2024 09:47:11 AM,STREET MAINTENANCE,,Public Works,,3758 MOUNTAIN TERRACE ST MEMPHIS TENNESSEE,MEMPHIS,50076337,50076337,,10398,,11/15/2024 10:39:35 AM,,,3758 MOUNTAIN TERRACE ST,009,,,,,,072101  00147,,11/15/2024 03:46:32 AM,Medium,Closed,PW (ROW)-Right of Way Weeds,WEEDS CUT,,Serviced by Public Works,WEB,Tennessee,MOUNTAIN TERRACE ST,,,,,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3687 AUTUMN AVE,,,B,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 10:11:19 AM,Solid Waste Management,,Solid Waste Management,,3687 AUTUMN AVE MEMPHIS TENNESSEE,Memphis,7182858,7182858,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3687 AUTUMN AVE,,,A,,,,044085  00013,,11/15/2024 10:08:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,AUTUMN AVE,,,,B3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"3086 Estes St, Memphis, TN 38115, USA",,,,Inspection-Vehicle,,MEMPHIS,,,,,11/15/2024 02:41:26 AM,Code Enforcement,,Public Works,,"3086 ESTES ST, MEMPHIS, TN 38115, USA",MEMPHIS,7182725,7182725,,10400,,11/15/2024 02:41:26 AM,,,"3086 ESTES ST, MEMPHIS, TN 38115, USA",,,,,,,074082  00024,38115,11/14/2024 06:00:00 PM,Medium,Open,CE-Vehicle Violations,,,,WEB,TN,ESTES ST,,,196,,POINT (-89.84787 35.03498),Not Applicable,3,,,10,14
"932 Biggs St, Memphis, TN 38108, USA",,,A,Garbage,,MEMPHIS,11/15/2024 12:00:00 AM,Wednesday,,,11/15/2024 10:35:35 AM,Solid Waste Management,,Solid Waste Management,,"932 BIGGS ST, MEMPHIS, TN 38108, USA",MEMPHIS,7182878,7182878,,10432,,11/15/2024 03:05:46 PM,,,"932 BIGGS ST, MEMPHIS, TN 38108, USA",,,,,,,052009  00018,,11/14/2024 06:00:00 PM,Medium,Closed,SWM-Garbage Missed,SWMGM1,,pu,WEB,TN,BIGGS ST,,,,A2,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
0 ELVIS PRESLEY BLVD,,,,Weeds,,MEMPHIS,,,,,11/15/2024 09:00:48 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 02:59:53 AM,0 ELVIS PRESLEY BLVD MEMPHIS TN 38106,MEMPHIS,50076309,50076309,,10205,,11/15/2024 09:00:48 AM,,,0 ELVIS PRESLEY BLVD,,,,,,,060170  00035,38106,11/15/2024 09:00:48 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,ELVIS PRESLEY BLVD,,,135,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
4250 ARGONNE ST,,,A,Recycle,,MEMPHIS,,Thursday,,,11/15/2024 09:10:47 AM,Solid Waste Management,,Solid Waste Management,,4250 ARGONNE ST MEMPHIS TENNESSEE,Memphis,7182794,7182794,,10435,,11/15/2024 10:18:11 AM,,,4250 ARGONNE ST,,,,,,,071032  00011,,11/15/2024 09:07:00 AM,Low,Closed,SWM-Recycling Missed,SWM100,,p/u,WEB,Tennessee,ARGONNE ST,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
5057 GILL RD,,,D,Cart Maintenance,,MEMPHIS,,Wednesday,,,11/15/2024 09:24:51 AM,Solid Waste Management,,Solid Waste Management,,5057 GILL RD MEMPHIS TENNESSEE,Memphis,7182810,7182810,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,5057 GILL RD,,,A,,,,076133  00006,,11/15/2024 09:22:00 AM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,GILL RD,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"9690 Kiwi Cv, Arlington, TN, 38002, USA",,,E,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 10:21:25 AM,Solid Waste Management,,Solid Waste Management,,"9690 KIWI CV, ARLINGTON, TN, 38002, USA",CITIZEN,7182869,7182869,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"9690 KIWI CV, ARLINGTON, TN, 38002, USA",,,A,,,,,,11/15/2024 10:14:00 AM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,KIWI CV,,,,E2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1250 RYANWOOD AVE,,,,Others,,MEMPHIS,11/15/2024 10:45:00 AM,,,,11/15/2024 08:39:21 AM,ENVIRONMENTAL MAINTENANCE,,Public Works,,1250 RYANWOOD AVE MEMPHIS TENNESSEE 38116,MEMPHIS,50076303,50076303,,10687,,11/15/2024 10:46:01 AM,,,1250 RYANWOOD AVE,090,,,,,,079167  00037,38116,11/15/2024 02:38:15 AM,Low,Closed,EMI-Sewage Spill/Overflow,,,"TD-233
233 FOUND THIS TO BE A LIFT STATION ISSUE/NOT A MH O/F
REPORTED TO 206",WEB,Tennessee,RYANWOOD AVE,,,,,POINT (-90.02111 35.03237),Not Applicable,3,,,12,15
7069 REESE POINT CV,,,E,Billing,,MEMPHIS,,Friday,,,11/15/2024 09:43:05 AM,Solid Waste Management,,Solid Waste Management,,7069 REESE POINT CV MEMPHIS TENNESSEE,Memphis,7182829,7182829,,10442,,11/15/2024 03:23:13 PM,,jjackson_AWPM,7069 REESE POINT CV,,,A,,,,095101 O00018,,11/15/2024 09:40:00 AM,Low,Open,SWM-New Start Garbage Request,,,,WEB,Tennessee,REESE POINT CV,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1536 LATHAM ST,,,,Weeds,,MEMPHIS,,,,,11/15/2024 02:20:56 PM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 08:20:05 AM,1536 LATHAM ST MEMPHIS TN 38106,MEMPHIS,50076412,50076412,,10204,,11/15/2024 02:20:56 PM,,,1536 LATHAM ST,,,,,,,034013  00001,38106,11/15/2024 02:20:56 PM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,LATHAM ST,,,126,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
3096 WHITNEY RD,,,A,Garbage,,MEMPHIS,,Tuesday,,,11/15/2024 10:01:15 AM,Solid Waste Management,,Solid Waste Management,,3096 WHITNEY RD,Memphis,7182847,7182847,,10432,,11/15/2024 10:02:26 AM,,,3096 WHITNEY RD,,,,,,,084007  00187,,11/15/2024 09:59:00 AM,Low,Closed,SWM-Garbage Missed,SWM100,,p/u,WEB,Tennessee,WHITNEY RD,,,,A2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2083 CORRY RD,,,C,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 09:02:44 AM,Solid Waste Management,,Solid Waste Management,,2083 CORRY RD MEMPHIS TENNESSEE,Memphis,7182783,7182783,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,2083 CORRY RD,,,A,,,,060053  00032,,11/15/2024 08:59:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,CORRY RD,,,,C2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3440 PHILSDALE AVE,,,C,Garbage,,MEMPHIS,,Tuesday,,,11/15/2024 03:55:34 PM,Solid Waste Management,,Solid Waste Management,,3440 PHILSDALE AVE MEMPHIS TENNESSEE,Memphis,7183079,7183079,,10432,,11/15/2024 03:55:34 PM,,,3440 PHILSDALE AVE,,,,,,,058007  00026,,11/15/2024 03:53:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,PHILSDALE AVE,,,,C3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2084 LINDEN AVE,,,B,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 03:39:13 PM,Solid Waste Management,,Solid Waste Management,,2084 LINDEN AVE MEMPHIS TENNESSEE,Memphis,7183065,7183065,,10431,,11/15/2024 03:39:13 PM,,,2084 LINDEN AVE,,,,,,,016066  00017,,11/15/2024 03:36:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,LINDEN AVE,,,,B2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1206 ELLISTON RD,,,,Weeds,,MEMPHIS,,,,,11/15/2024 08:32:22 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 02:31:21 AM,1206 ELLISTON RD MEMPHIS TN 38106,MEMPHIS,50076301,50076301,,10204,,11/15/2024 08:32:22 AM,,,1206 ELLISTON RD,,,,,,,060003  00008,38106,11/15/2024 08:32:22 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,ELLISTON RD,,,135,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
97 E TRIGG AVE,,,C,Billing,,MEMPHIS,11/14/2024 12:00:00 AM,Friday,,,11/15/2024 12:45:07 PM,Solid Waste Management,,Solid Waste Management,,97 E TRIGG AVE MEMPHIS TENNESSEE,Memphis,7182955,7182955,,10433,,11/15/2024 12:52:18 PM,,,97 E TRIGG AVE,,,,,,,024055  00003C,,11/15/2024 12:42:00 PM,Low,Closed,SWM-Garbage Waiver Request,,,WAIVER MAILED,WEB,Tennessee,E TRIGG AVE,,,,C1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
151 MILL AVE,,,,Miscellaneous,,MEMPHIS,,,,,11/15/2024 12:35:47 PM,Code Enforcement,,Public Works,,151 MILL AVE MEMPHIS TENNESSEE 38105,Memphis,7182945,7182945,,10396,,11/15/2024 12:35:47 PM,,,151 MILL AVE,,,,,,,001064  00001C,38105,11/15/2024 12:33:00 PM,Low,Open,CE-Code Miscellaneous,,,,WEB,Tennessee,MILL AVE,,,32,,POINT (-90.04136 35.15052),Not Applicable,7,,,8,5
1402 BONNIE DR,,,,Maintenance-Potholes,,MEMPHIS,,,,,11/15/2024 08:58:16 AM,STREET MAINTENANCE,,Public Works,,1402 BONNIE DR MEMPHIS TENNESSEE,Memphis,7182778,7182778,,10266,,11/15/2024 08:58:16 AM,,,1402 BONNIE DR,072,,,,,,078097  00020,,11/15/2024 08:56:00 AM,High,Open,PW (SM)-Potholes,,,,WEB,Tennessee,BONNIE DR,,,,,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
8928 GLENDALE CT,,,E,Cart Maintenance,,MEMPHIS,,Wednesday,,,11/15/2024 02:27:18 PM,Solid Waste Management,,Solid Waste Management,,8928 GLENDALE CT MEMPHIS TENNESSEE,Memphis,7182992,7182992,,12750,,11/15/2024 03:23:13 PM,,jjackson_AWPM,8928 GLENDALE CT,,,A,,,,091087  00070,,11/15/2024 02:24:00 PM,Low,Open,SWM-Recycle Cart Repair,,,,WEB,Tennessee,GLENDALE CT,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
514 LONGVIEW BLVD,,,D,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 10:53:36 AM,Solid Waste Management,,Solid Waste Management,,514 LONGVIEW BLVD MEMPHIS TENNESSEE,Memphis,7182884,7182884,,10430,,11/15/2024 03:23:13 PM,,jjackson_AWPM,514 LONGVIEW BLVD,,,A,,,,049009  00005,,11/15/2024 10:51:00 AM,Low,Open,SWM-Cart Repair,,,,WEB,Tennessee,LONGVIEW BLVD,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
326 S PARKWAY E,,,,Weeds,,MEMPHIS,,,,,11/15/2024 02:14:52 PM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 08:13:56 AM,326 S PARKWAY E MEMPHIS TN 38106,MEMPHIS,50076408,50076408,,10205,,11/15/2024 02:14:52 PM,,,326 S PARKWAY E,,,,,,,013061  00036,38106,11/15/2024 02:14:52 PM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,S PARKWAY E,,,122,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
6100 KNIGHT ARNOLD RD,,,,Miscellaneous,,MEMPHIS,,,,,11/15/2024 02:05:55 PM,CODE ENFORCEMENT,,Public Works,11/29/2024 02:00:47 PM,6100 KNIGHT ARNOLD RD MEMPHIS TENNESSEE 38115,MEMPHIS,50076405,50076405,,10396,,11/15/2024 02:05:55 PM,,,6100 KNIGHT ARNOLD RD,,,,,,,093205 E00001C,38115,11/15/2024 02:00:00 PM,High,Open,CE-Code Miscellaneous,,,,WEB,Tennessee,KNIGHT ARNOLD RD,,,197,,POINT (-89.84787 35.03498),Not Applicable,3,,,10,14
147 W CHICKASAW PKWY,,,B,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 03:17:34 PM,Solid Waste Management,,Solid Waste Management,,147 W CHICKASAW PKWY MEMPHIS TENNESSEE,Memphis,7183042,7183042,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,147 W CHICKASAW PKWY,,,A,,,,045053  00013,,11/15/2024 03:16:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,W CHICKASAW PKWY,,,,B1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
8811 OVERLEA CV,,,E,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 03:03:30 PM,Solid Waste Management,,Solid Waste Management,,8811 OVERLEA CV MEMPHIS TENNESSEE,Memphis,7183024,7183024,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,8811 OVERLEA CV,,,A,,,,096511 E00042,,11/15/2024 12:18:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,OVERLEA CV,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
7780 DEER RUN CV,,,E,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 08:10:10 AM,Solid Waste Management,,Solid Waste Management,,7780 DEER RUN CV MEMPHIS TENNESSEE,Memphis,7182738,7182738,,12747,,11/15/2024 03:23:13 PM,,jjackson_AWPM,7780 DEER RUN CV,,,A,,,,096924 A00023,,11/15/2024 08:08:00 AM,Low,Open,SWM-Missing Recycle Cart,,,,WEB,Tennessee,DEER RUN CV,,,,E2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"1044 Bruce St, Memphis TN 38104, United States",,,B,Recycle,,MEMPHIS,,Thursday,,,11/15/2024 08:15:07 PM,Solid Waste Management,,Solid Waste Management,,"1044 BRUCE ST, MEMPHIS TN 38104, UNITED STATES",MEMPHIS,7183126,7183126,,10435,,11/15/2024 08:15:07 PM,,,"1044 BRUCE ST, MEMPHIS TN 38104, UNITED STATES",,,,,,,029036  00019,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Recycling Missed,,,,WEB,TN,BRUCE ST,,,,B3,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
"3900?3998 Emerson Ave, Memphis TN 38128, United States",,,,,,MEMPHIS,,,,,11/15/2024 04:17:25 PM,Environmental Enforcement,,Public Works,,"3900?3998 EMERSON AVE, MEMPHIS TN 38128, UNITED STATES",MEMPHIS,7183102,7183102,,31747,,11/15/2024 04:17:25 PM,,,"3900?3998 EMERSON AVE, MEMPHIS TN 38128, UNITED STATES",,,,,,,090032  00085,,11/13/2024 12:00:00 PM,Medium,Open,EE-Illegal Dumping,,,,WEB,TN,EMERSON AVE,,,15,,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
8883 CHIMNEYROCK BLVD,,,E,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 09:41:05 AM,Solid Waste Management,,Solid Waste Management,,8883 CHIMNEYROCK BLVD MEMPHIS TENNESSEE,Memphis,7182826,7182826,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,8883 CHIMNEYROCK BLVD,,,A,,,,096506 F00036,,11/15/2024 09:38:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,CHIMNEYROCK BLVD,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
5570 SANTA BARBARA ST,,,D,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 08:34:18 AM,Solid Waste Management,,Solid Waste Management,,5570 SANTA BARBARA ST MEMPHIS TENNESSEE,Memphis,7182756,7182756,,10488,,11/15/2024 03:23:13 PM,,jjackson_AWPM,5570 SANTA BARBARA ST,,,A,,,,079137  00033,,11/15/2024 08:30:00 AM,Low,Open,SWM-Switched Cart,,,,WEB,Tennessee,SANTA BARBARA ST,,,,D3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
537 E DAVANT AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 10:36:28 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 04:35:34 AM,537 E DAVANT AVE MEMPHIS TN 38106,MEMPHIS,50076364,50076364,,10204,,11/15/2024 10:36:28 AM,,,537 E DAVANT AVE,,,,,,,049011  00013,38106,11/15/2024 10:36:28 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,E DAVANT AVE,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
184 WALNUT BEND RD,,,E,Recycle,,MEMPHIS,,Wednesday,,,11/15/2024 08:28:17 AM,Solid Waste Management,,Solid Waste Management,,184 WALNUT BEND RD MEMPHIS TENNESSEE,Memphis,7182754,7182754,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,184 WALNUT BEND RD,,,A,,,,091105  00028,,11/15/2024 08:27:00 AM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,WALNUT BEND RD,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"6840 Monan Cove, Memphis, TN 38119, USA",,,E,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 01:45:11 PM,Solid Waste Management,,Solid Waste Management,,"6840 MONAN COVE, MEMPHIS, TN 38119, USA",MEMPHIS,7182968,7182968,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"6840 MONAN COVE, MEMPHIS, TN 38119, USA",,,A,,,,081055  00034,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Garbage Missed,,,,WEB,TN,MONAN COVE,,,,E1,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
957 DOVE HOLLOW DR,,,E,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 02:19:15 PM,Solid Waste Management,,Solid Waste Management,,957 DOVE HOLLOW DR MEMPHIS TENNESSEE,Memphis,7182983,7182983,,12747,,11/15/2024 03:23:13 PM,,jjackson_AWPM,957 DOVE HOLLOW DR,,,A,,,,091002  00005,,11/15/2024 02:16:00 PM,Low,Open,SWM-Missing Recycle Cart,,,,WEB,Tennessee,DOVE HOLLOW DR,,,,E2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
4340 NEELY RD,,,D,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 09:53:09 AM,Solid Waste Management,,Solid Waste Management,,4340 NEELY RD MEMPHIS TENNESSEE,Memphis,7182840,7182840,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,4340 NEELY RD,,,A,,,,076062  00014,,11/15/2024 09:51:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,NEELY RD,,,,D1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1090 BRADLEY ST,,,C,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 02:13:13 PM,Solid Waste Management,,Solid Waste Management,,1090 BRADLEY ST MEMPHIS TENNESSEE,Memphis,7182973,7182973,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1090 BRADLEY ST,,,A,,,,059007  00028,,11/15/2024 02:11:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,BRADLEY ST,,,,C3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
332 LUNDEE PL,,,B,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 09:00:44 AM,Solid Waste Management,,Solid Waste Management,,332 LUNDEE PL MEMPHIS TENNESSEE,Memphis,7182781,7182781,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,332 LUNDEE PL,,,A,,,,045040  00073,,11/15/2024 08:59:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,LUNDEE PL,,,,B1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
871 KNEY ST,,,A,Garbage,,MEMPHIS,,Friday,,,11/15/2024 11:11:40 AM,Solid Waste Management,,Solid Waste Management,,871 KNEY ST MEMPHIS TENNESSEE,Memphis,7182894,7182894,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,871 KNEY ST,,,I,,,,021044  00019,,11/15/2024 11:08:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,KNEY ST,,,,A2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2501 ARLINGTON AVE,,,,Inspection-Junky Yard,,MEMPHIS,,,,,11/15/2024 12:02:13 PM,CODE ENFORCEMENT,,Public Works,11/29/2024 11:59:42 AM,2501 ARLINGTON AVE MEMPHIS TENNESSEE 38114,MEMPHIS,50076396,50076396,,10395,,11/15/2024 12:02:13 PM,,,2501 ARLINGTON AVE,,,,,,,047049  00003,38114,11/15/2024 11:59:00 AM,Low,Open,CE-Junky Yard,,,,WEB,Tennessee,ARLINGTON AVE,,,141,,POINT (-89.98099 35.10836),Not Applicable,5,,,5,13
3384 BEREA RD,,,D,Garbage,,MEMPHIS,,Friday,,,11/15/2024 02:35:20 PM,Solid Waste Management,,Solid Waste Management,,3384 BEREA RD MEMPHIS TENNESSEE,Memphis,7183002,7183002,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3384 BEREA RD,,,A,,,,075073  00018,,11/15/2024 02:30:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,BEREA RD,,,,D3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3053 JAMES RD,,,,Drain Maintenance,,MEMPHIS,,,,,11/15/2024 12:41:00 PM,DRAIN MAINTENANCE,,Public Works,,3053 JAMES RD MEMPHIS TENNESSEE,Memphis,7182951,7182951,,24747,,11/15/2024 12:41:00 PM,,,3053 JAMES RD,015,,,,,,083038  00006,,11/15/2024 06:39:00 AM,Low,Open,PW (DM)-PREVENTATIVE MAINTENANCE,,,,WEB,Tennessee,JAMES RD,,,,,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2361 N WATKINS ST,,,,,,MEMPHIS,,,,,11/15/2024 12:35:43 PM,DRAIN MAINTENANCE,,Public Works,11/22/2024 06:35:12 AM,2361 N WATKINS ST MEMPHIS TENNESSEE,MEMPHIS,50076401,50076401,,29764,,11/15/2024 12:35:43 PM,,,2361 N WATKINS ST,014,,,,,,070028  00014,,11/15/2024 06:35:00 AM,Medium,Open,PW (DM)-RESET/REPLACE INLET GRATE,,,,WEB,Tennessee,N WATKINS ST,,,,,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3416 MACON RD,,,,,,Memphis,,,,,11/15/2024 04:06:48 PM,ENVIRONMENTAL ENFORCEMENT,,Public Works,,3416 MACON RD  MEMPHIS TN 38122,MEMPHIS,31747,50076427,,31747,,11/15/2024 04:06:48 PM,,,3416 MACON RD,,,,,,,043063  00027,38122,11/15/2024 09:55:20 AM,Low,In Progress,EE-Illegal Dumping,VOPO,,,WEB,TN,MACON RD,,,46,,POINT (-89.923883 35.154861),Not Applicable,4,,,6,20
1154 AGNES PL,,,,Cleanup,,Memphis,11/15/2024 11:30:17 AM,,,,11/15/2024 09:19:16 AM,STREET MAINTENANCE,,Public Works,,1154 AGNES PL MEMPHIS  TN,MEMPHIS,50076315,50076315,,10427,,11/15/2024 11:31:33 AM,,,1154 AGNES PL,035,,,,,,032024  00012,,11/15/2024 03:18:22 AM,High,Closed,PW (ROW)-Alley Debris,PWALLEYCLEANED,,Completed by the HUB Group,WEB,Tn,AGNES PL,,,,,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
"8670 Edney Ridge Dr, Memphis TN 38016, United States",,,E,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 07:40:07 AM,Solid Waste Management,,Solid Waste Management,,"8670 EDNEY RIDGE DR, MEMPHIS TN 38016, UNITED STATES",MEMPHIS,7182734,7182734,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"8670 EDNEY RIDGE DR, MEMPHIS TN 38016, UNITED STATES",,,A,,,,096517 E00012,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Garbage Missed,,,,WEB,TN,EDNEY RIDGE DR,,,,E1,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
3167 PRINCETON AVE,,,B,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 04:28:02 PM,Solid Waste Management,,Solid Waste Management,,3167 PRINCETON AVE MEMPHIS TENNESSEE,Memphis,7183112,7183112,,10431,,11/15/2024 04:28:02 PM,,,3167 PRINCETON AVE,,,,,,,044031  00006,,11/15/2024 04:25:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,PRINCETON AVE,,,,B1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3211 SEMINOLE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 11:42:58 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 05:42:13 AM,3211 SEMINOLE MEMPHIS TN 38111,MEMPHIS,50076395,50076395,,10204,,11/15/2024 11:42:58 AM,,,3211 SEMINOLE,,,,,,,059070  00005,38111,11/15/2024 11:42:58 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,SEMINOLE,,,113,,POINT (-89.94286 35.1124),Not Applicable,4,,,9,10
3482 WEAVER RD,,,,Weeds,,MEMPHIS,,,,,11/15/2024 11:00:59 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 05:00:17 AM,3482 WEAVER RD MEMPHIS TN 38109,MEMPHIS,50076379,50076379,,10205,,11/15/2024 11:00:59 AM,,,3482 WEAVER RD,,,,,,,075087  00583,38109,11/15/2024 11:00:59 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,WEAVER RD,,,160,,POINT (-90.12608 35.08219),Not Applicable,6,,,14,12
